level_norm,level_label,level_oneline,num_characters,num_dihedral_eigenforms,num_zero_restriction
124,124_1,62, 4*$.2 + 10,0,0,0
125,125_1,25, 5*$.2 + 10,5,0,0
131,131_2,$.2 - 12,0,0,0
131,131_1,$.2 + 11,0,0,0
139,139_1,2*$.2 + 11,0,0,0
139,139_2,2*$.2 - 13,0,0,0
144,144_1,12,2,0,0
145,145_1,-73*$.2 - 46,2,0,0
145,145_2,-48*$.2 - 31,2,0,0
149,149_2,11*$.2 - 7,1,0,0
149,149_1,11*$.2 - 4,1,0,0
151,151_1,11*$.2 - 5,0,0,0
151,151_2,11*$.2 - 6,0,0,0
155,155_2,68*$.2 + 41,1,0,0
155,155_1,-57*$.2 - 34,1,0,0
164,164_2,82, 4*$.2 + 54,1,0,0
164,164_1,82, 4*$.2 + 24,1,0,0
169,169_1,13,6,0,0
171,171_1,-33*$.2 - 18,1,0,0
171,171_2,51*$.2 + 30,1,0,0
176,176_2,-12*$.2 + 8,2,0,0
176,176_1,8*$.2 + 12,2,0,0
179,179_1,12*$.2 - 5,0,0,0
179,179_2,12*$.2 - 7,0,0,0
180,180_1,30, 12*$.2 - 6,2,0,0
181,181_2,$.2 - 14,0,0,0
181,181_1,$.2 + 13,0,0,0
191,191_2,2*$.2 - 15,0,0,0
191,191_1,2*$.2 + 13,0,0,0
196,196_1,14,3,0,0
199,199_2,3*$.2 - 16,0,0,0
199,199_1,3*$.2 + 13,0,0,0
205,205_2,59*$.2 + 38,2,0,0
205,205_1,84*$.2 + 53,2,0,0
209,209_1,209, -$.2 + 15,1,0,0
209,209_3,209, 101*$.2 - 71,0,0,0
209,209_4,-47*$.2 - 31,1,0,0
209,209_2,209, -$.2 + 81,0,0,0
211,211_1,13*$.2 - 6,0,0,0
211,211_2,13*$.2 - 7,0,0,0
220,220_1,110, 2*$.2 + 14,1,0,0
220,220_2,110, -2*$.2 + 16,1,0,0
225,225_1,15,2,0,0
229,229_1,3*$.2 - 17,0,0,0
229,229_2,3*$.2 + 14,0,0,0
236,236_1,118, 4*$.2 + 14,0,0,0
236,236_2,118, 4*$.2 + 100,0,0,0
239,239_2,$.2 - 16,0,0,0
239,239_1,$.2 + 15,0,0,0
241,241_2,14*$.2 - 5,1,1,0
241,241_1,14*$.2 - 9,1,1,0
244,244_2,122, 4*$.2 + 68,3,0,0
244,244_1,122, 4*$.2 + 50,3,0,0
245,245_1,-14*$.2 + 7,6,0,0
251,251_2,2*$.2 - 17,0,0,0
251,251_1,2*$.2 + 15,0,0,0
256,256_1,16,4,0,0
261,261_1,-60*$.2 - 39,2,0,0
261,261_2,-39*$.2 - 27,2,0,0
269,269_1,15*$.2 - 4,1,0,0
269,269_2,15*$.2 - 11,1,0,0
271,271_1,271, 2*$.2 + 32,0,0,0
271,271_2,271, 2*$.2 + 237,0,0,0
275,275_1,55, 5*$.2 - 20,5,0,0
275,275_2,55, 10*$.2 + 30,5,0,0
279,279_2,57*$.2 + 33,1,0,0
279,279_1,-48*$.2 - 27,1,0,0
281,281_2,-7*$.2 - 15,5,1,0
281,281_1,-8*$.2 - 15,5,1,0
284,284_2,142, 4*$.2 + 106,0,0,0
284,284_1,142, 4*$.2 + 32,0,0,0
289,289_1,17,8,0,0
295,295_2,-104*$.2 - 63,1,0,0
295,295_1,71*$.2 + 42,1,0,0
304,304_2,12*$.2 + 16,6,0,0
304,304_1,-4*$.2 - 16,6,0,0
305,305_1,49*$.2 + 33,4,0,0
305,305_2,56*$.2 + 37,4,0,0
311,311_2,311, 2*$.2 + 193,0,0,0
311,311_1,311, 2*$.2 + 116,0,0,0
316,316_2,158, 4*$.2 + 116,0,0,0
316,316_1,158, 4*$.2 + 38,0,0,0
319,319_2,319, -$.2 - 139,2,0,0
319,319_3,59*$.2 + 34,2,0,0
319,319_1,319, $.2 + 150,0,0,0
319,319_4,319, $.2 - 151,0,0,0
320,320_1,-16*$.2 + 8,8,0,0
324,324_1,18,9,0,0
331,331_1,331, 2*$.2 + 97,0,0,0
331,331_2,331, 2*$.2 + 232,0,0,0
341,341_3,341, -$.2 - 80,0,0,0
341,341_2,341, -$.2 + 81,0,0,0
341,341_4,-52*$.2 - 35,5,0,0
341,341_1,341, $.2 + 18,5,0,0
349,349_2,349, 2*$.2 + 286,0,0,0
349,349_1,349, 2*$.2 + 61,0,0,0
355,355_1,-67*$.2 - 39,1,0,0
355,355_2,52*$.2 + 29,1,0,0
356,356_2,178, 4*$.2 + 138,2,0,0
356,356_1,178, 4*$.2 + 36,2,0,0
359,359_2,359, 2*$.2 + 210,0,0,0
359,359_1,359, 2*$.2 + 147,0,0,0
361,361_1,361, 36*$.2 + 68,0,0,0
361,361_3,361, 40*$.2 + 85,0,0,0
361,361_2,19,9,1,0
369,369_1,69*$.2 + 45,8,0,0
369,369_2,48*$.2 + 33,8,0,0
379,379_1,379, 2*$.2 + 38,0,0,0
379,379_2,379, 2*$.2 + 339,0,0,0
380,380_2,190, 2*$.2 - 86,3,0,0
380,380_1,190, 2*$.2 + 84,3,0,0
389,389_2,-13*$.2 - 18,1,0,0
389,389_1,-5*$.2 - 18,1,0,0
395,395_2,89*$.2 + 53,1,0,0
395,395_1,-111*$.2 - 67,1,0,0
396,396_1,66, 12*$.2 + 18,1,0,0
396,396_2,66, 12*$.2 + 36,1,0,0
400,400_1,20,2,0,0
401,401_1,401, 2*$.2 + 177,2,0,0
401,401_2,401, 2*$.2 + 222,2,0,0
404,404_2,202, 4*$.2 + 110,0,0,0
404,404_1,202, 4*$.2 + 88,0,0,0
405,405_1,45, 18*$.2 - 9,6,0,0
409,409_2,3*$.2 - 22,1,1,0
409,409_1,-3*$.2 - 19,1,1,0
419,419_1,419, 2*$.2 + 40,0,0,0
419,419_2,419, 2*$.2 + 377,0,0,0
421,421_2,-4*$.2 - 19,5,1,0
421,421_1,4*$.2 - 23,5,1,0
431,431_1,431, 2*$.2 + 180,0,0,0
431,431_2,431, 2*$.2 + 249,0,0,0
436,436_2,218, 4*$.2 + 174,3,0,0
436,436_1,218, 4*$.2 + 40,3,0,0
439,439_1,439, 2*$.2 + 138,0,0,0
439,439_2,439, 2*$.2 + 299,0,0,0
441,441_1,21,12,0,0
445,445_1,-117*$.2 - 74,8,0,0
